XM_011435914	GO:0030366~molybdopterin synthase activity
XM_011413572	GO:0051536~iron-sulfur cluster binding
XM_011413570	GO:0051539~4 iron, 4 sulfur cluster binding
XM_011413601	GO:0005524~ATP binding
XM_011413602	GO:0032559~adenyl ribonucleotide binding
XM_011413602	GO:0097159~organic cyclic compound binding
XM_011413601	GO:0097159~organic cyclic compound binding
XM_011413847	GO:0043167~ion binding
XM_011413927	GO:0015276~ligand-gated ion channel activity
XM_011413692	GO:0097159~organic cyclic compound binding
XM_011413692	GO:0016849~phosphorus-oxygen lyase activity
XM_011413692	GO:0000166~nucleotide binding
XM_011413731	GO:0016301~kinase activity
XM_011413731	GO:0001883~purine nucleoside binding
XM_011413731	GO:1901363~heterocyclic compound binding
XM_011413731	GO:0016776~phosphotransferase activity, phosphate group as acceptor
XM_011413865	GO:0016860~intramolecular oxidoreductase activity
XM_011413731	GO:0032555~purine ribonucleotide binding
XM_011413731	GO:0032553~ribonucleotide binding
XM_011413836	GO:0097159~organic cyclic compound binding
XM_011413836	GO:0043167~ion binding
XM_011413846	GO:0043169~cation binding
XM_011413845	GO:0043169~cation binding
XM_011413847	GO:0046872~metal ion binding
NM_001305342	GO:0016614~oxidoreductase activity, acting on CH-OH group of donors
AM076951	GO:0050661~NADP binding
XM_011413892	GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
NM_001305342	GO:0097159~organic cyclic compound binding
AM076951	GO:0036094~small molecule binding
NM_001305342	GO:1901265~nucleoside phosphate binding
XM_011413926	GO:0005198~structural molecule activity
XM_011414018	GO:0016757~transferase activity, transferring glycosyl groups
XM_011414037	GO:0019783~ubiquitin-like protein-specific protease activity
XM_011414107	GO:0004930~G-protein coupled receptor activity
XM_011414117	GO:0032549~ribonucleoside binding
XM_011413991	GO:0038023~signaling receptor activity
XM_011414018	GO:0016763~transferase activity, transferring pentosyl groups
XM_011414037	GO:0043169~cation binding
XM_011414038	GO:0008233~peptidase activity
XM_011414038	GO:0043167~ion binding
XM_011414063	GO:0102338~3-oxo-lignoceronyl-CoA synthase activity
XM_011414107	GO:0004871~signal transducer activity
XM_011414106	GO:0004888~transmembrane signaling receptor activity
XM_011414118	GO:0035639~purine ribonucleoside triphosphate binding
XM_011414116	GO:0035639~purine ribonucleoside triphosphate binding
XM_011414118	GO:0000166~nucleotide binding
XM_011414116	GO:0032559~adenyl ribonucleotide binding
XM_011414116	GO:0032550~purine ribonucleoside binding
XM_011414117	GO:0005524~ATP binding
XM_011414117	GO:0016301~kinase activity
XM_011414124	GO:0003676~nucleic acid binding
XM_011414124	GO:0097159~organic cyclic compound binding
XM_011414150	GO:0001071~nucleic acid binding transcription factor activity
XM_011414209	GO:0038023~signaling receptor activity
XM_011414209	GO:0004871~signal transducer activity
XM_011414300	GO:0043169~cation binding
XM_011414347	GO:0000989~transcription factor activity, transcription factor binding
XM_011414444	GO:0043169~cation binding
XM_011414444	GO:0043167~ion binding
XM_011414445	GO:0046872~metal ion binding
XM_011414445	GO:0043167~ion binding
XM_011414511	GO:0043167~ion binding
XM_011414513	GO:0035639~purine ribonucleoside triphosphate binding
XM_011414513	GO:0032559~adenyl ribonucleotide binding
XM_011414514	GO:0036094~small molecule binding
XM_011414514	GO:0030246~carbohydrate binding
XM_011414124	GO:0030554~adenyl nucleotide binding
XM_011414248	GO:0035091~phosphatidylinositol binding
XM_011414124	GO:0032549~ribonucleoside binding
XM_011414514	GO:0032555~purine ribonucleotide binding
XM_011414204	GO:0038023~signaling receptor activity
XM_011414248	GO:0005543~phospholipid binding
XM_011414315	GO:0101005~ubiquitinyl hydrolase activity
XM_011414358	GO:0008378~galactosyltransferase activity
XM_011414445	GO:0046914~transition metal ion binding
XM_011414514	GO:0030554~adenyl nucleotide binding
XM_011414514	GO:0019200~carbohydrate kinase activity
XM_011414579	GO:0003676~nucleic acid binding
XM_011414619	GO:0016791~phosphatase activity
XM_011414661	GO:0043169~cation binding
XM_011414652	GO:0004888~transmembrane signaling receptor activity
XM_011414665	GO:0043167~ion binding
XM_011414675	GO:0043167~ion binding
XM_011414671	GO:0043167~ion binding
XM_011414677	GO:0008270~zinc ion binding
XM_011414680	GO:0008188~neuropeptide receptor activity
XM_011414682	GO:0004930~G-protein coupled receptor activity
XM_011414681	GO:0004983~neuropeptide Y receptor activity
XM_011414681	GO:0001653~peptide receptor activity
XM_011414689	GO:0001883~purine nucleoside binding
XM_011414715	GO:0008324~cation transmembrane transporter activity
XM_011415147	GO:0003723~RNA binding
XM_011415219	GO:1901363~heterocyclic compound binding
XM_011415219	GO:0003723~RNA binding
XM_011415070	GO:0043169~cation binding
XM_011414988	GO:0043167~ion binding
XM_011414988	GO:0043169~cation binding
XM_011414682	GO:0008528~G-protein coupled peptide receptor activity
XM_011414689	GO:0032555~purine ribonucleotide binding
XM_011415147	GO:0046914~transition metal ion binding
XM_011415070	GO:0046914~transition metal ion binding
XM_011415147	GO:0097159~organic cyclic compound binding
XM_011414988	GO:0097159~organic cyclic compound binding
XM_011414988	GO:0003743~translation initiation factor activity
XM_011415003	GO:0043167~ion binding
XM_011414974	GO:0008270~zinc ion binding
XM_011414962	GO:0016791~phosphatase activity
XM_011415036	GO:1901265~nucleoside phosphate binding
XM_011415036	GO:0032555~purine ribonucleotide binding
XM_011415036	GO:1901363~heterocyclic compound binding
XM_011415038	GO:0004175~endopeptidase activity
XM_011415259	GO:0097159~organic cyclic compound binding
XM_011415293	GO:0043167~ion binding
XM_011415293	GO:0043169~cation binding
XM_011415297	GO:0046914~transition metal ion binding
XM_011415296	GO:0046872~metal ion binding
XM_011415296	GO:0046914~transition metal ion binding
XM_011415064	GO:1901363~heterocyclic compound binding
XM_011415292	GO:0008270~zinc ion binding
XM_011415299	GO:0008270~zinc ion binding
XM_011415349	GO:0098772~molecular function regulator
XM_011415309	GO:0022803~passive transmembrane transporter activity
XM_011415315	GO:0015077~monovalent inorganic cation transmembrane transporter activity
XM_011415315	GO:0022890~inorganic cation transmembrane transporter activity
XM_011415317	GO:0022843~voltage-gated cation channel activity
XM_011415317	GO:0005249~voltage-gated potassium channel activity
XM_011415310	GO:0008324~cation transmembrane transporter activity
XM_011415310	GO:0015267~channel activity
XM_011415310	GO:0005267~potassium channel activity
XM_011415312	GO:0015079~potassium ion transmembrane transporter activity
XM_011415313	GO:0005244~voltage-gated ion channel activity
XM_011415313	GO:0005267~potassium channel activity
XM_011415314	GO:0022843~voltage-gated cation channel activity
XM_011415319	GO:0022832~voltage-gated channel activity
XM_011415396	GO:0022853~active ion transmembrane transporter activity
XM_011415395	GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity
XM_011415396	GO:0015399~primary active transmembrane transporter activity
XM_011415397	GO:0015078~hydrogen ion transmembrane transporter activity
XM_011415394	GO:0016887~ATPase activity
XM_011415510	GO:0015002~heme-copper terminal oxidase activity
XR_898487	GO:0005509~calcium ion binding
XM_011415529	GO:0046872~metal ion binding
XM_011415582	GO:0004725~protein tyrosine phosphatase activity
XM_011415600	GO:0004871~signal transducer activity
XM_011415514	GO:0003676~nucleic acid binding
XM_011415524	GO:0008270~zinc ion binding
XM_011415565	GO:0043169~cation binding
XM_011415582	GO:0043169~cation binding
XM_011415600	GO:0004872~receptor activity
XM_011415600	GO:0004888~transmembrane signaling receptor activity
XM_011415635	GO:0046872~metal ion binding
XM_011415653	GO:0032553~ribonucleotide binding
XM_011415653	GO:0019001~guanyl nucleotide binding
XM_011415648	GO:0097367~carbohydrate derivative binding
XM_011415648	GO:0001883~purine nucleoside binding
XM_011415648	GO:0017076~purine nucleotide binding
XM_011415648	GO:0005525~GTP binding
XM_011415648	GO:0019001~guanyl nucleotide binding
XM_011415650	GO:0036094~small molecule binding
XM_011415650	GO:0097159~organic cyclic compound binding
XM_011415650	GO:0017076~purine nucleotide binding
XM_011415650	GO:0019001~guanyl nucleotide binding
XM_011415650	GO:0032549~ribonucleoside binding
XM_011415649	GO:0097367~carbohydrate derivative binding
XM_011415649	GO:0035639~purine ribonucleoside triphosphate binding
XM_011415649	GO:0032561~guanyl ribonucleotide binding
XM_011415649	GO:0019001~guanyl nucleotide binding
XM_011415666	GO:0030594~neurotransmitter receptor activity
XM_011415730	GO:0016818~hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
XM_011415730	GO:0016462~pyrophosphatase activity
XM_011415732	GO:0030554~adenyl nucleotide binding
XM_011415732	GO:1901363~heterocyclic compound binding
XM_011415732	GO:0001883~purine nucleoside binding
XM_011415731	GO:0030554~adenyl nucleotide binding
XM_011415666	GO:0004888~transmembrane signaling receptor activity
XM_011415666	GO:0015267~channel activity
XM_011415731	GO:0032555~purine ribonucleotide binding
XM_011415732	GO:0005524~ATP binding
XM_011415730	GO:0032550~purine ribonucleoside binding
XM_011415732	GO:0032550~purine ribonucleoside binding
XM_011415731	GO:0032553~ribonucleotide binding
XM_011415731	GO:0032550~purine ribonucleoside binding
XM_011415786	GO:0008061~chitin binding
NM_001305359	GO:0016301~kinase activity
NM_001305359	GO:0032559~adenyl ribonucleotide binding
NM_001305359	GO:0005524~ATP binding
NM_001305359	GO:0004888~transmembrane signaling receptor activity
XM_011415811	GO:0001882~nucleoside binding
AJ557141	GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups
XM_011415809	GO:0004674~protein serine/threonine kinase activity
XM_011415809	GO:0004675~transmembrane receptor protein serine/threonine kinase activity
AJ427419	GO:0035639~purine ribonucleoside triphosphate binding
AJ427419	GO:1901265~nucleoside phosphate binding
XM_011415895	GO:0008168~methyltransferase activity
XM_011415895	GO:0003676~nucleic acid binding
XM_011415894	GO:0008168~methyltransferase activity
XM_011415894	GO:0003676~nucleic acid binding
XM_011415945	GO:0046872~metal ion binding
XM_011415947	GO:0004175~endopeptidase activity
XM_011416057	GO:1901363~heterocyclic compound binding
XM_011416094	GO:0043169~cation binding
XM_011416153	GO:0003676~nucleic acid binding
XM_011416153	GO:1901363~heterocyclic compound binding
XM_011416143	GO:1901363~heterocyclic compound binding
XM_011416150	GO:0003677~DNA binding
NM_001308909	GO:0001882~nucleoside binding
NM_001308909	GO:0032561~guanyl ribonucleotide binding
NM_001308909	GO:0036094~small molecule binding
XM_011416159	GO:0019001~guanyl nucleotide binding
XM_011416159	GO:0036094~small molecule binding
XM_011416159	GO:0097159~organic cyclic compound binding
AF288677	GO:0032550~purine ribonucleoside binding
AF288677	GO:1901363~heterocyclic compound binding
AF288677	GO:0036094~small molecule binding
AF288677	GO:0035639~purine ribonucleoside triphosphate binding
XM_011416166	GO:0008080~N-acetyltransferase activity
XM_011416165	GO:0008080~N-acetyltransferase activity
XM_011415895	GO:1901363~heterocyclic compound binding
XM_011415894	GO:0008173~RNA methyltransferase activity
XM_011416240	GO:0004872~receptor activity
XM_011416240	GO:0003700~transcription factor activity, sequence-specific DNA binding
XM_011416242	GO:0003676~nucleic acid binding
XM_011416242	GO:0038023~signaling receptor activity
XM_011416242	GO:0043167~ion binding
XM_011416242	GO:0008270~zinc ion binding
XM_011416244	GO:0097159~organic cyclic compound binding
XM_011416244	GO:0038023~signaling receptor activity
XM_011416244	GO:0003677~DNA binding
XM_011416244	GO:0046914~transition metal ion binding
XM_011416240	GO:0043565~sequence-specific DNA binding
XM_011416244	GO:0004871~signal transducer activity
XM_011416243	GO:0043167~ion binding
XM_011416241	GO:0043565~sequence-specific DNA binding
XM_011416241	GO:0004871~signal transducer activity
XM_011416275	GO:0043565~sequence-specific DNA binding
XM_011416275	GO:0097159~organic cyclic compound binding
NM_001305332	GO:0003677~DNA binding
NM_001305332	GO:0001071~nucleic acid binding transcription factor activity
XM_011416430	GO:0001071~nucleic acid binding transcription factor activity
XM_011416444	GO:0004721~phosphoprotein phosphatase activity
XM_011416459	GO:0097159~organic cyclic compound binding
XM_011416540	GO:0016709~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
XM_011416576	GO:0043169~cation binding
XM_011416576	GO:0043167~ion binding
XM_011416609	GO:0016859~cis-trans isomerase activity
XM_011416632	GO:0043167~ion binding
XM_011416633	GO:0043169~cation binding
XM_011416662	GO:0070011~peptidase activity, acting on L-amino acid peptides
XM_011416662	GO:0004190~aspartic-type endopeptidase activity
XM_011416688	GO:0035639~purine ribonucleoside triphosphate binding
XM_011416688	GO:0001883~purine nucleoside binding
XM_011416792	GO:0016874~ligase activity
XM_011416807	GO:0003954~NADH dehydrogenase activity
XM_011416807	GO:0050136~NADH dehydrogenase (quinone) activity
XM_011416830	GO:0046872~metal ion binding
XM_011416884	GO:0032555~purine ribonucleotide binding
XM_011416884	GO:0000166~nucleotide binding
XM_011416884	GO:0016301~kinase activity
XM_011416888	GO:0005249~voltage-gated potassium channel activity
XM_011416888	GO:0022843~voltage-gated cation channel activity
XM_011416888	GO:0015077~monovalent inorganic cation transmembrane transporter activity
XM_011416907	GO:0005261~cation channel activity
XM_011416907	GO:0046873~metal ion transmembrane transporter activity
XM_011416908	GO:0005249~voltage-gated potassium channel activity
XM_011416908	GO:0005261~cation channel activity
XM_011416908	GO:0022843~voltage-gated cation channel activity
XM_011416280	GO:0032559~adenyl ribonucleotide binding
XM_011416579	GO:0008270~zinc ion binding
XM_011416688	GO:0036094~small molecule binding
XM_011416688	GO:0043169~cation binding
XM_011416952	GO:0046872~metal ion binding
XM_011416949	GO:0046872~metal ion binding
XM_011416950	GO:0043169~cation binding
XM_011416948	GO:0043169~cation binding
XM_011416956	GO:0008270~zinc ion binding
XM_011417127	GO:0008135~translation factor activity, RNA binding
XM_011417126	GO:0008135~translation factor activity, RNA binding
XM_011417126	GO:0097159~organic cyclic compound binding
XM_011417129	GO:0000166~nucleotide binding
